字典值,字典名称,字典中文名称,字典英文名称,字典枚举描述,父级字典值,类型代码,类型名称,是否有效,数据来源 0：新系统 1：老系统,导入时间
C01070,仓储类(仓储总保额>50％)水渍风险一般火灾风险一般,,,仓储类(仓储总保额>50％)水渍风险一般火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01071,仓储类(仓储总保额>50％)水渍风险较高火灾风险一般,,,仓储类(仓储总保额>50％)水渍风险较高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01072,仓储类(仓储总保额>50％)水渍风险高火灾风险一般,,,仓储类(仓储总保额>50％)水渍风险高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01073,仓储类(仓储总保额>50％)水渍风险低火灾风险较高,,,仓储类(仓储总保额>50％)水渍风险低火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01074,仓储类(仓储总保额>50％)水渍风险一般火灾风险较高,,,仓储类(仓储总保额>50％)水渍风险一般火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01075,仓储类(仓储总保额>50％)水渍风险较高火灾风险较高,,,仓储类(仓储总保额>50％)水渍风险较高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01076,仓储类(仓储总保额>50％)水渍风险高火灾风险较高,,,仓储类(仓储总保额>50％)水渍风险高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01077,仓储类(仓储总保额>50％)水渍风险低火灾风险高,,,仓储类(仓储总保额>50％)水渍风险低火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01078,仓储类(仓储总保额>50％)水渍风险一般火灾风险高,,,仓储类(仓储总保额>50％)水渍风险一般火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01079,仓储类(仓储总保额>50％)水渍风险较高火灾风险高,,,仓储类(仓储总保额>50％)水渍风险较高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01080,仓储类(仓储总保额>50％)水渍风险高火灾风险高,,,仓储类(仓储总保额>50％)水渍风险高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01081,化工厂水渍风险低火灾风险低,,,化工厂水渍风险低火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01082,化工厂水渍风险一般火灾风险低,,,化工厂水渍风险一般火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01083,化工厂水渍风险较高火灾风险低,,,化工厂水渍风险较高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01084,化工厂水渍风险高火灾风险低,,,化工厂水渍风险高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01085,化工厂水渍风险低火灾风险一般,,,化工厂水渍风险低火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01086,化工厂水渍风险一般火灾风险一般,,,化工厂水渍风险一般火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01087,化工厂水渍风险较高火灾风险一般,,,化工厂水渍风险较高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01088,化工厂水渍风险高火灾风险一般,,,化工厂水渍风险高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01089,化工厂水渍风险低火灾风险较高,,,化工厂水渍风险低火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01090,化工厂水渍风险一般火灾风险较高,,,化工厂水渍风险一般火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01091,化工厂水渍风险较高火灾风险较高,,,化工厂水渍风险较高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01092,化工厂水渍风险高火灾风险较高,,,化工厂水渍风险高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01093,化工厂水渍风险低火灾风险高,,,化工厂水渍风险低火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01094,化工厂水渍风险一般火灾风险高,,,化工厂水渍风险一般火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01095,化工厂水渍风险较高火灾风险高,,,化工厂水渍风险较高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01096,化工厂水渍风险高火灾风险高,,,化工厂水渍风险高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01097,电厂(不含联合循环电厂和水电厂)水渍低火灾低,,,电厂(不含联合循环电厂和水电厂)水渍低火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01098,电厂(不含联合循环电厂和水电厂)水渍一般火灾低,,,电厂(不含联合循环电厂和水电厂)水渍一般火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01099,电厂(不含联合循环电厂和水电厂)水渍较高火灾低,,,电厂(不含联合循环电厂和水电厂)水渍较高火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01100,电厂(不含联合循环电厂和水电厂)水渍高火灾低,,,电厂(不含联合循环电厂和水电厂)水渍高火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01101,电厂(不含联合循环电厂和水电厂)水渍低火灾一般,,,电厂(不含联合循环电厂和水电厂)水渍低火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01102,电厂(不含联合循环电厂和水电厂)水渍一般火灾一般,,,电厂(不含联合循环电厂和水电厂)水渍一般火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01103,电厂(不含联合循环电厂和水电厂)水渍较高火灾一般,,,电厂(不含联合循环电厂和水电厂)水渍较高火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01104,电厂(不含联合循环电厂和水电厂)水渍高火灾一般,,,电厂(不含联合循环电厂和水电厂)水渍高火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01105,电厂(不含联合循环电厂和水电厂)水渍低火灾较高,,,电厂(不含联合循环电厂和水电厂)水渍低火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01106,电厂(不含联合循环电厂和水电厂)水渍一般火灾较高,,,电厂(不含联合循环电厂和水电厂)水渍一般火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01107,电厂(不含联合循环电厂和水电厂)水渍较高火灾较高,,,电厂(不含联合循环电厂和水电厂)水渍较高火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01108,电厂(不含联合循环电厂和水电厂)水渍高火灾较高,,,电厂(不含联合循环电厂和水电厂)水渍高火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01109,电厂(不含联合循环电厂和水电厂)水渍低火灾高,,,电厂(不含联合循环电厂和水电厂)水渍低火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01110,电厂(不含联合循环电厂和水电厂)水渍一般火灾高,,,电厂(不含联合循环电厂和水电厂)水渍一般火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01111,电厂(不含联合循环电厂和水电厂)水渍较高火灾高,,,电厂(不含联合循环电厂和水电厂)水渍较高火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01112,电厂(不含联合循环电厂和水电厂)水渍高火灾高,,,电厂(不含联合循环电厂和水电厂)水渍高火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01113,循环电厂(单机组功率=<150MW)水渍低火灾低,,,循环电厂(单机组功率=<150MW)水渍低火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01114,循环电厂(单机组功率=<150MW)水渍一般火灾低,,,循环电厂(单机组功率=<150MW)水渍一般火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01115,循环电厂(单机组功率=<150MW)水渍较高火灾低,,,循环电厂(单机组功率=<150MW)水渍较高火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01116,循环电厂(单机组功率=<150MW)水渍高火灾低,,,循环电厂(单机组功率=<150MW)水渍高火灾低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01117,循环电厂(单机组功率=<150MW)水渍低火灾一般,,,循环电厂(单机组功率=<150MW)水渍低火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01118,循环电厂(单机组功率=<150MW)水渍一般火灾一般,,,循环电厂(单机组功率=<150MW)水渍一般火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01161,"水电厂,8年以下,替换性好",,,"水电厂,8年以下,替换性好",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01119,循环电厂(单机组功率=<150MW)水渍较高火灾一般,,,循环电厂(单机组功率=<150MW)水渍较高火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01120,循环电厂(单机组功率=<150MW)水渍高火灾一般,,,循环电厂(单机组功率=<150MW)水渍高火灾一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01121,循环电厂(单机组功率=<150MW)水渍低火灾较高,,,循环电厂(单机组功率=<150MW)水渍低火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01122,循环电厂(单机组功率=<150MW)水渍一般火灾较高,,,循环电厂(单机组功率=<150MW)水渍一般火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01123,循环电厂(单机组功率=<150MW)水渍较高火灾较高,,,循环电厂(单机组功率=<150MW)水渍较高火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01124,循环电厂(单机组功率=<150MW)水渍高火灾较高,,,循环电厂(单机组功率=<150MW)水渍高火灾较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01125,循环电厂(单机组功率=<150MW)水渍低火灾高,,,循环电厂(单机组功率=<150MW)水渍低火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01126,循环电厂(单机组功率=<150MW)水渍一般火灾高,,,循环电厂(单机组功率=<150MW)水渍一般火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01127,循环电厂(单机组功率=<150MW)水渍较高火灾高,,,循环电厂(单机组功率=<150MW)水渍较高火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01128,循环电厂(单机组功率=<150MW)水渍高火灾高,,,循环电厂(单机组功率=<150MW)水渍高火灾高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01129,水电厂水渍风险低火灾风险低,,,水电厂水渍风险低火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01130,水电厂水渍风险一般火灾风险低,,,水电厂水渍风险一般火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01131,水电厂水渍风险较高火灾风险低,,,水电厂水渍风险较高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01132,水电厂水渍风险高火灾风险低,,,水电厂水渍风险高火灾风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01133,水电厂水渍风险低火灾风险一般,,,水电厂水渍风险低火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01134,水电厂水渍风险一般火灾风险一般,,,水电厂水渍风险一般火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01135,水电厂水渍风险较高火灾风险一般,,,水电厂水渍风险较高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01136,水电厂水渍风险高火灾风险一般,,,水电厂水渍风险高火灾风险一般,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01137,水电厂水渍风险低火灾风险较高,,,水电厂水渍风险低火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01138,水电厂水渍风险一般火灾风险较高,,,水电厂水渍风险一般火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01139,水电厂水渍风险较高火灾风险较高,,,水电厂水渍风险较高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01140,水电厂水渍风险高火灾风险较高,,,水电厂水渍风险高火灾风险较高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01141,水电厂水渍风险低火灾风险高,,,水电厂水渍风险低火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01142,水电厂水渍风险一般火灾风险高,,,水电厂水渍风险一般火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01143,水电厂水渍风险较高火灾风险高,,,水电厂水渍风险较高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C01144,水电厂水渍风险高火灾风险高,,,水电厂水渍风险高火灾风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09001,建筑地质条件好施工单位资质甲水渍风险低,,,建筑地质条件好施工单位资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09002,建筑地质条件好施工单位资质甲水渍风险中,,,建筑地质条件好施工单位资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09003,建筑地质条件好施工单位资质甲水渍风险高,,,建筑地质条件好施工单位资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09004,建筑地质条件好施工单位资质乙水渍风险低,,,建筑地质条件好施工单位资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09005,建筑地质条件好施工单位资质乙水渍风险中,,,建筑地质条件好施工单位资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09006,建筑地质条件好施工单位资质乙水渍风险高,,,建筑地质条件好施工单位资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09007,建筑地质条件好施工单位资质其它水渍风险低,,,建筑地质条件好施工单位资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09008,建筑地质条件好施工单位资质其它水渍风险中,,,建筑地质条件好施工单位资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09009,建筑地质条件好施工单位资质其它水渍风险高,,,建筑地质条件好施工单位资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09010,建筑地质条件一般施工单位资质甲水渍风险低,,,建筑地质条件一般施工单位资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09011,建筑地质条件一般施工单位资质甲水渍风险中,,,建筑地质条件一般施工单位资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09012,建筑地质条件一般施工单位资质甲水渍风险高,,,建筑地质条件一般施工单位资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09013,建筑地质条件一般施工单位资质乙水渍风险低,,,建筑地质条件一般施工单位资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09014,建筑地质条件一般施工单位资质乙水渍风险中,,,建筑地质条件一般施工单位资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09015,建筑地质条件一般施工单位资质乙水渍风险高,,,建筑地质条件一般施工单位资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09016,建筑地质条件一般施工单位资质其它水渍风险低,,,建筑地质条件一般施工单位资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09017,建筑地质条件一般施工单位资质其它水渍风险中,,,建筑地质条件一般施工单位资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09018,建筑地质条件一般施工单位资质其它水渍风险高,,,建筑地质条件一般施工单位资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09019,建筑地质条件差施工单位资质甲水渍风险低,,,建筑地质条件差施工单位资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09020,建筑地质条件差施工单位资质甲水渍风险中,,,建筑地质条件差施工单位资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09021,建筑地质条件差施工单位资质甲水渍风险高,,,建筑地质条件差施工单位资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09022,建筑地质条件差施工单位资质乙水渍风险低,,,建筑地质条件差施工单位资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09023,建筑地质条件差施工单位资质乙水渍风险中,,,建筑地质条件差施工单位资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09024,建筑地质条件差施工单位资质乙水渍风险高,,,建筑地质条件差施工单位资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09025,建筑地质条件差施工单位资质其它水渍风险低,,,建筑地质条件差施工单位资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09026,建筑地质条件差施工单位资质其它水渍风险中,,,建筑地质条件差施工单位资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09027,建筑地质条件差施工单位资质其它水渍风险高,,,建筑地质条件差施工单位资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09028,土建工程地质条件好施工单位资质甲水渍风险低,,,土建工程地质条件好施工单位资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09029,土建工程地质条件好施工单位资质甲水渍风险中,,,土建工程地质条件好施工单位资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09030,土建工程地质条件好施工单位资质甲水渍风险高,,,土建工程地质条件好施工单位资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09031,土建工程地质条件好施工单位资质乙水渍风险低,,,土建工程地质条件好施工单位资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09032,土建工程地质条件好施工单位资质乙水渍风险中,,,土建工程地质条件好施工单位资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09033,土建工程地质条件好施工单位资质乙水渍风险高,,,土建工程地质条件好施工单位资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09034,土建工程地质条件好施工单位资质其它水渍风险低,,,土建工程地质条件好施工单位资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09035,土建工程地质条件好施工单位资质其它水渍风险中,,,土建工程地质条件好施工单位资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09036,土建工程地质条件好施工单位资质其它水渍风险高,,,土建工程地质条件好施工单位资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09037,土建工程地质条件一般施工单位资质甲水渍风险低,,,土建工程地质条件一般施工单位资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09038,土建工程地质条件一般施工单位资质甲水渍风险中,,,土建工程地质条件一般施工单位资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09039,土建工程地质条件一般施工单位资质甲水渍风险高,,,土建工程地质条件一般施工单位资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09040,土建工程地质条件一般施工单位资质乙水渍风险低,,,土建工程地质条件一般施工单位资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09041,土建工程地质条件一般施工单位资质乙水渍风险中,,,土建工程地质条件一般施工单位资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09042,土建工程地质条件一般施工单位资质乙水渍风险高,,,土建工程地质条件一般施工单位资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09043,土建工程地质条件一般施工单位资质其它水渍风险低,,,土建工程地质条件一般施工单位资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09044,土建工程地质条件一般施工单位资质其它水渍风险中,,,土建工程地质条件一般施工单位资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09045,土建工程地质条件一般施工单位资质其它水渍风险高,,,土建工程地质条件一般施工单位资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09046,土建工程地质条件差施工单位资质甲水渍风险低,,,土建工程地质条件差施工单位资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09047,土建工程地质条件差施工单位资质甲水渍风险中,,,土建工程地质条件差施工单位资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09048,土建工程地质条件差施工单位资质甲水渍风险高,,,土建工程地质条件差施工单位资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09049,土建工程地质条件差施工单位资质乙水渍风险低,,,土建工程地质条件差施工单位资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09050,土建工程地质条件差施工单位资质乙水渍风险中,,,土建工程地质条件差施工单位资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09051,土建工程地质条件差施工单位资质乙水渍风险高,,,土建工程地质条件差施工单位资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09052,土建工程地质条件差施工单位资质其它水渍风险低,,,土建工程地质条件差施工单位资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09053,土建工程地质条件差施工单位资质其它水渍风险中,,,土建工程地质条件差施工单位资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09054,土建工程地质条件差施工单位资质其它水渍风险高,,,土建工程地质条件差施工单位资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09055,"不含联合循环电厂和水电厂,地质好资质甲水渍低",,,"不含联合循环电厂和水电厂,地质好资质甲水渍低",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09056,"不含联合循环电厂和水电厂,地质好资质甲水渍中",,,"不含联合循环电厂和水电厂,地质好资质甲水渍中",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09057,"不含联合循环电厂和水电厂,地质好资质甲水渍高",,,"不含联合循环电厂和水电厂,地质好资质甲水渍高",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09058,"不含联合循环电厂和水电厂,地质好资质乙水渍低",,,"不含联合循环电厂和水电厂,地质好资质乙水渍低",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09059,"不含联合循环电厂和水电厂,地质好资质乙水渍中",,,"不含联合循环电厂和水电厂,地质好资质乙水渍中",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09060,"不含联合循环电厂和水电厂,地质好资质乙水渍高",,,"不含联合循环电厂和水电厂,地质好资质乙水渍高",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09061,"不含联合循环电厂和水电厂,地质好资质其它水渍低",,,"不含联合循环电厂和水电厂,地质好资质其它水渍低",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09062,"不含联合循环电厂和水电厂,地质好资质其它水渍中",,,"不含联合循环电厂和水电厂,地质好资质其它水渍中",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09063,"不含联合循环电厂和水电厂,地质好资质其它水渍高",,,"不含联合循环电厂和水电厂,地质好资质其它水渍高",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09064,"不含联合循环电厂和水电厂,地质一般资质甲水渍低",,,"不含联合循环电厂和水电厂,地质一般资质甲水渍低",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09065,"不含联合循环电厂和水电厂,地质一般资质甲水渍中",,,"不含联合循环电厂和水电厂,地质一般资质甲水渍中",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09066,"不含联合循环电厂和水电厂,地质一般资质甲水渍高",,,"不含联合循环电厂和水电厂,地质一般资质甲水渍高",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09067,"不含联合循环电厂和水电厂,地质一般资质乙水渍低",,,"不含联合循环电厂和水电厂,地质一般资质乙水渍低",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09068,"不含联合循环电厂和水电厂,地质一般资质乙水渍中",,,"不含联合循环电厂和水电厂,地质一般资质乙水渍中",,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
